,entropy,mean_intensity,std_deviation,fractal_dimension,skewness,kurtosis,uniformity,relative_smoothness
2023-01-14 01:30:00,4.461787279368516,121.16106986999512,79.65489468154674,1.2800446662617373,-0.8443217202967277,-1.2503871379762528,0.096863874085102,0.9998424179949328
2023-01-14 03:00:00,4.463742700866172,121.13134956359863,79.66883608327689,1.2773897663105773,-0.8433390834894297,-1.2518903218357502,0.09691844572080299,0.9998424731325721
2023-01-14 04:30:00,4.458262845125196,121.11186408996582,79.68236532126241,1.2768194293657322,-0.8426497258453197,-1.253087349282102,0.09710562714280968,0.9998425266124596
2023-01-14 06:00:00,4.457892577249657,121.09821891784668,79.69498231015172,1.2784977618860167,-0.8420079317405316,-1.254105780988733,0.09726951993798139,0.99984257646177
2023-01-14 07:30:00,4.454637202982189,121.08756732940674,79.69535406253276,1.2752095266348136,-0.8418400319120058,-1.254535195664186,0.09728277450813039,0.9998425779301926
2023-01-14 09:00:00,4.454658392584088,121.09504508972168,79.69775739657054,1.279749001440059,-0.8418056541877423,-1.2542409489319555,0.09731307495349029,0.9998425874228702
2023-01-14 10:30:00,4.46116313419827,121.10406494140625,79.69594904629305,1.2739967928021108,-0.8418909676164915,-1.2539204160604598,0.09708905879597296,0.9998425802803366
2023-01-14 12:00:00,4.474546051440454,121.11938381195068,79.69384103820992,1.2819765314389233,-0.8419457508796591,-1.2531480900966825,0.09678733729015221,0.9998425719536157
2023-01-14 13:30:00,4.475855597806418,121.14381122589111,79.68675880655036,1.2800508395196215,-0.8424903086185522,-1.2519710771202226,0.09675635295752727,0.9998425439736628
2023-01-14 15:00:00,4.475486908446217,121.17660808563232,79.67619110331732,1.2774161401339885,-0.8434199667344978,-1.250629764831728,0.09668043632154877,0.999842502209698
2023-01-14 16:30:00,4.4677104604905455,121.20249462127686,79.67006580067668,1.2758689666439327,-0.844176196416802,-1.24965806544781,0.09689916998831904,0.9998424779946622
2023-01-14 18:00:00,4.463850667722869,121.22429752349854,79.66606885835576,1.2737326646218048,-0.8447597540886872,-1.2488541319322017,0.09697196361412352,0.9998424621906196
2023-01-14 19:30:00,4.467453599915959,121.2354211807251,79.66887594741767,1.2795589167926567,-0.8448054627083816,-1.2487420650006993,0.09684966922577587,0.9998424732901916
2023-01-14 21:00:00,4.473781801168528,121.23215770721436,79.6783744325367,1.2762101181970489,-0.8443678584640602,-1.2493263758987572,0.09680512668819574,0.9998425108396597
2023-01-14 22:30:00,4.479273798186911,121.22425174713135,79.69261768930433,1.2715715312562117,-0.8436811366001576,-1.2502207743358589,0.09662293412111467,0.9998425671210329
2023-01-15 00:00:00,4.483317314788548,121.20240211486816,79.70551915144141,1.2756082596037188,-0.8428596193258755,-1.2514547398641063,0.09661031724681379,0.9998426180743504
2023-01-15 01:30:00,4.487043560414255,121.17414283752441,79.72056830036615,1.279563290927151,-0.8418813011209352,-1.2530635118383697,0.09664860737757408,0.9998426774785407
2023-01-15 03:00:00,4.4827620921644264,121.15065383911133,79.73622255638134,1.2822595293768992,-0.8410751579451904,-1.2545581174956941,0.09674704374447174,0.9998427392356176
